Target ,East 2,North 2,Height 2
CL1.1,NULL,NULL,NULL
CL1.2,NULL,NULL,NULL
CL1.3,NULL,NULL,NULL
CL1.4,528834.476,179202.393,12.053
CL1.5,NULL,NULL,NULL
CL1.6,NULL,NULL,NULL
CL1.7,NULL,NULL,NULL
CL3.1,NULL,NULL,NULL
CL3.2,NULL,NULL,NULL
CL3.3,NULL,NULL,NULL
CL3.4,NULL,NULL,NULL
CL3.5,NULL,NULL,NULL
CL3.6,NULL,NULL,NULL
CL3.7,NULL,NULL,NULL
CL3.8,NULL,NULL,NULL
CL5.1,NULL,NULL,NULL
CL5.2,NULL,NULL,NULL
CL5.3,NULL,NULL,NULL
CL5.4,NULL,NULL,NULL
CL5.5,NULL,NULL,NULL
CL5.6,NULL,NULL,NULL
CL5.7,NULL,NULL,NULL
N2.1,528872.584,179199.019,16.631
N2.2,528872.556,179199.064,13.675
PG1.1,528880.192,179202.296,10.087
PG1.2,528874.893,179204.726,10.09
PG1.3,528868.031,129207.815,10.1
PG 2.1,528880.188,179202.313,13.741
PG2.2,528874.853,179204.742,13.914
PG2.3,528868.018,179207.807,13.922
PG3.1,528839.048,179199.725,19.428
PG3.2,528874.877,179204.734,16.813
PG3.3,528867.959,179207.832,16.811
PG2.2,528874.853,179204.744,13.914
W1.3,528806.956,179229.07,12.035
W3.3,528806.899,179229.048,17.456
W5.3,528806.893,179229.039,22.558
G23,528804.006,179236.891,22.21
G24,528804.008,179236.895,17.092
G25,528804.002,179236.904,11.919
G26,528811.37,179233.648,22.227
G27,528811.384,179233.631,17.089
G28,528811.482,179233.594,11.981
G29,528813.676,179232.632,22.22
G30,528813.657,179232.635,17.079
G31,528813.537,179232.689,11.964
G11X,528827.368,179246.268,15.698
G08X,528827.753,179247.158,18.726
G04X,528827.756,179247.168,21.768
G4X,528827.365,179246.262,21.645
G10X,528826.011,179241.482,15.848
G07X,528825.093,179241.017,18.968
G22X,528825.783,179242.591,21.717
G09X,528821.703,179233.206,15.691
G06X,528821.678,179233.135,18.631
G21,528821.699,179233.149,21.782
HO32,NULL,NULL,NULL
HO33,NULL,NULL,NULL
HO34,NULL,NULL,NULL
HO35,NULL,NULL,NULL
HO36,NULL,NULL,NULL
HO37,NULL,NULL,NULL
HO38,NULL,NULL,NULL
HO39,NULL,NULL,NULL
HO40,NULL,NULL,NULL
HO41,NULL,NULL,NULL
HO42,NULL,NULL,NULL
HO43,NULL,NULL,NULL
